normalized_form	reading	japanese_text	english_text
全額	ゼンガク	父は母に給料全額を渡している。	My father gives my mother all of his salary.
不吉	フキツ	４は日本では不吉な数字だ。	Four is an unlucky number in Japan.
代役	ダイヤク	代役を探すのはおおごとだよ。	Finding a replacement will be hard.
ジョージ	ジョージ	ジョージ・ワシントンは１７３２年に生まれた。	George Washington was born in 1732.
1732	イチナナサンニ	ジョージ・ワシントンは１７３２年に生まれた。	George Washington was born in 1732.
ワシントン	ワシントン	ジョージ・ワシントンは１７３２年に生まれた。	George Washington was born in 1732.
プラス	プラス	プラスドライバーを取ってくれ。	Get me a Phillips head screwdriver.
あえる	アエル	すごい！じゃこれから時々あえるわね。	Great! Let's get together sometime.
順応	ジュンノウ	彼は環境に順応した。	He adapted himself to circumstances.
公表	コウヒョウ	彼は彼女との婚約を公表した。	He announced his engagement to her.
ゆする	ユスッ	彼は怒って、鍵のかかったドアをがたがたゆすった。	He angrily rattled the locked door.
担ぐ	カツグ	彼は肩に銃を担いだ。	He carried a rifle on his shoulder.
投げ返す	ナゲカエシ	彼はそのボールを投げ返してくれと言った。	He asked me to throw the ball back.
記述	キジュツ	あの男は新聞の記述と一致する。	The man answers to the description in the newspaper.
遠ざかる	トオザカル	彼は政治から遠ざかった。	He distanced himself from politics.
激痛	ゲキツウ	彼は胸に激痛を覚えた。	He felt an acute pain in his chest.
誌	シ	彼はタイム誌の記者です。	He is a reporter for Time magazine.
意義	イギ	彼は重大な意義のある決定を下した。	He has made a significant decision.
銀行預金	ギンコウヨキン	彼は銀行預金が相当ある。	He has plenty of money in the bank.
権威	ケンイ	彼は刑法の権威だ。	He is an authority on criminal law.
刑法	ケイホウ	彼は刑法の権威だ。	He is an authority on criminal law.
鞄持ち	カバンモチ	彼は社長の鞄持ちだ。	He is the boss's private secretary.
類い	タグイ	そういう類いのことは好きじゃない。	I don't go in for that sort of thing.
経理部	ケイリブ	彼は経理部で働いている。	He is an accountant at the company.
松江	マツエ	彼は松江に７年間住んでいた。	He lived in Matsue for seven years.
救い出す	スクイダシ	彼はその子供を火事から救い出した。	He rescued the child from the fire.
高らか	タカラカ	彼は高らかにその詩を読み上げた。	He read the poem with a loud voice.
読み上げる	ヨミアゲル	彼は高らかにその詩を読み上げた。	He read the poem with a loud voice.
精神	セイシン	彼にはユーモア精神が全然ないようだ。	He seems to have no sense of humor.
校舎	コウシャ	彼は校舎に放火した。	He set fire to the school building.
放火	ホウカ	彼は校舎に放火した。	He set fire to the school building.
小石	コイシ	投げた小石は水を切って飛んだ。	The pebble I threw skipped along the surface of the water.
戦慄	センリツ	恐ろしい光景に彼は戦慄した。	He shuddered at the terrible scene.
隈無く	クマナク	彼は国中をくまなく旅行した。	He traveled throughout the country.
衰弱	スイジャク	彼は失血のため衰弱していた。	He was weak from the loss of blood.
失血	シッケツ	彼は失血のため衰弱していた。	He was weak from the loss of blood.
臑齧り	スネカジリ	彼はいまでも父親のすねかじりです。	He's still sponging off his father.
幼少期	ヨウショウキ	幼少期はここで過ごしました。	Here is where I spent my childhood.
暗唱	アンショウ	彼女の娘はたくさんの詩が暗誦できる。	Her daughter can recite many poems.
優等生	ユウトウセイ	彼はいわゆる優等生だ。	He's what we call an honor student.
波瀾	ハラン	彼の一生は波瀾万丈であった。	His life was full of ups and downs.
万丈	バンジョウ	彼の一生は波瀾万丈であった。	His life was full of ups and downs.
声変わり	コエガワリ	１２才の時彼は声変わりした。	His voice broke when he was twelve.
英単語	エイタンゴ	英単語って、幾つ覚えてる？	How many English words do you know?
陣痛	ジンツウ	陣痛の間隔はどれくらいですか。	How far apart are the contractions?
追加料金	ツイカリョウキン	追加料金はいくらだった？	How much was the additional charge?
狩猟	シュリョウ	この地域での狩猟は禁止されています。	Hunting is prohibited in this area.
案じる	アンジ	トムはメアリーの将来を案じてるんだ。	Tom is concerned about Mary's future.
熱湯	ネットウ	熱湯でやけどをしました。	I burned myself with boiling water.
用品	ヨウヒン	家庭用品は三階にあります。	You'll find domestic articles on the third floor.
気力	キリョク	それをする気力はない。	I don't have the energy to do that.
半疑	ハンギ	彼の言うことには半信半疑だ。	I don't quite believe what he says.
半信	ハンシン	彼の言うことには半信半疑だ。	I don't quite believe what he says.
酒豪	シュゴウ	酒豪女は嫌いです。	I don't like women who drink a lot.
世代	セダイ	お前の世代は理解できんわ。	I don't understand your generation.
女友達	オンナトモダチ	女友達を失いたくなんだよ。	I don't want to lose my girlfriend.
ピッチャー	ピッチャー	ピッチャーを落として割っちゃった。	I dropped the pitcher and it broke.
立ち眩み	タチクラミ	立ちくらみがします。	I get dizzy spells when I stand up.
未遂	ミスイ	私は2回自殺未遂をしました。	I have attempted suicide two times.
NASA	ナサ	私にはＮＡＳＡで働いている友達がいるんです。	I have a friend who works for NASA.
面会	メンカイ	仕事上の面会に伺いました。	I have come to see you on business.
ずり	ズリ	噂話にかかずりあっている暇はない。	I have no time to engage in gossip.
目脂	メヤニ	目やにが出ます。	I have mucus coming out of my eyes.
哲学	テツガク	哲学は難しいと思われがちだ。	Philosophy is often regarded as difficult.
一昨日	オトツイ	おとついトムに会ったよ。	I met Tom the day before yesterday.
雪下ろし	ユキオロシ	雪下ろしをしないとな。	We have to clear the snow from the roof.
一昨日	オトトイ	おとといは嵐だった。	It was stormy the day before yesterday.
気付き	キヅキ	トムがそんなにバカだとは気づきもしなかったよ。	I never realized Tom was so stupid.
リング	リング	ゴールドよりシルバーリングの方が好きだな。	I prefer silver rings to gold ones.
飛ばし	トバシ	一段飛ばしで階段を駆け上った。	I ran upstairs two steps at a time.
一段	イチダン	一段飛ばしで階段を駆け上った。	I ran upstairs two steps at a time.
ハロー	ハロー	私が彼女に「ハロー」と挨拶すると彼女は微笑んだ。	I said hello to her and she smiled.
笑い声	ワライゴエ	あなたの笑い声、覚えてるよ。	I remember the sound of your laugh.
睡眠時間	スイミンジカン	私の平均睡眠時間は６時間です。	I sleep six hours a day on average.
前髪	マエガミ	前髪は短く切りすぎないでください。	Don't cut it too short in the front.
泥濘む	ヌカルン	ぬかるんだ道で新しい靴が台無しになった。	The muddy road ruined my new shoes.
斜面	シャメン	私はぬかるんだ斜面をずるずると滑り下りた。	I slowly slid down the muddy slope.
適切	テキセツ	彼の意見は適切だと思った。	I thought his opinion was relevant.
博打	バクチ	これが博打だってことは分かってます。	I understand that this is a gamble.
邦楽	ホウガク	邦楽が聞きたいです。	I want to listen to Japanese music.
大半	タイハン	日本の寺院の大半は木造だ。	The majority of Japanese temples are made out of wood.
中学	チュウガク	私は去年中学３年生だった。	I was in the ninth grade last year.
遣り遂げる	ヤリトゲ	彼は計画どおり仕事をやりとげた。	He accomplished the work as planned.
預金口座	ヨキンコウザ	預金口座を開設したいのですが。	I'd like to open a savings account.
超音波	チョウオンパ	超音波検査をしましょう。	I'd like you to have an ultrasound.
出来れば	デキレバ	出来れば、釣りに行きたい。	I'd like to go fishing if possible.
重荷	オモニ	僕が君の重荷になるんじゃないかと心配なんだ。	I'm afraid I'll be a burden to you.
異国	イコク	僕は異国の地で独りきりだ。	I'm all alone in a foreign country.
コンビニ	コンビニ	ちょっとコンビニ行ってくるね。	I'm going to the convenience store.
模索	モサク	より簡単な解決策を模索している。	I'm looking for a simpler solution.
苦戦	クセン	フランス語の文法に苦戦しています。	I'm struggling with French grammar.
控える	ヒカエル	塩分を控えるように言われました。	I've been told to cut down on salt.
輸入車	ユニュウシャ	輸入車の需要は強い。	Imported cars are in strong demand.
ニコチン	ニコチン	ニコチンはヘロインと同様に中毒性があるのですか？	Is nicotine as addictive as heroin?
写真屋	シャシンヤ	ホテルの中に写真屋はありますか。	Is there a photo shop in the hotel?
探し物	サガシモノ	探し物は見つかった？	Did you find what you were looking for?
アラスカ	アラスカ	ここはアラスカほど寒くありません。	It isn't as cold here as in Alaska.
丸一	マルイチ	富士山に登るのに丸一晩かかった。	It took all night to climb Mt Fuji.
伝統的	デントウテキ	それはとても伝統的な儀式だった。	It was a very traditional ceremony.
儀式	ギシキ	それはとても伝統的な儀式だった。	It was a very traditional ceremony.
たく	タイ	とても寒かったので火をたいた。	It was so cold that we made a fire.
水道水	スイドウスイ	水道水は飲まないほうがいいよ。	It's better not to drink tap water.
月面	ゲツメン	まるで月面を歩いているみたいだ。	It's just like walking on the moon.
ノーベル賞	ノーベルショウ	ノーベル賞を得ることが私の夢です。	It's my dream to win a Nobel Prize.
ライム	ライム	レモンやライムはすっぱい果物である。	Lemons and limes are acidic fruits.
地価	チカ	日本の地価はとても高い。	Land prices are very high in Japan.
水掛け論	ミズカケロン	水掛け論はやめよう。	Let's stop this fruitless argument.
ロングスカート	ロングスカート	ロングスカートは流行ってないよ。	Long skirts are out of fashion now.
芽生える	メバエ	２人の間に愛が芽生えた。	Love began to grow between the two.
1969	イチキュウロクキュウ	１９６９年、人類は初めて月を訪れた。	Man first visited the moon in 1969.
飢え	ウエ	避難民たちは飢えと闘った。	The refugees struggled against hunger.
乳癌	ニュウガン	メアリーは１０月に乳がんって診断されたんだ。	Mary was diagnosed with breast cancer in October.
自覚	ジカク	トムは自分の魅力を自覚してないんだと思う。	I think Tom doesn't realize how charming he is.
紺色	コンイロ	メアリーは紺色のドレスを身にまとっていた。	Mary was wearing a navy blue dress.
露出度	ロシュツド	メアリーは露出度の高い服をよく着ている。	Mary often wears revealing clothes.
紺	コン	メアリーは紺のワンピースを着ていた。	Mary was wearing a navy blue dress.
濃紺	ノウコン	ニューヨーク市の警官は濃紺の制服を着ている。	New York City policemen wear dark blue uniforms.
ネービーブルー	ネービーブルー	メアリーはネービーブルーのスカートをはいていた。	Mary was wearing a navy blue skirt.
適度	テキド	適度の運動は体に良い。	Moderate exercise will do you good.
隔週	カクシュウ	ミーティングは隔週でやってます。	Meetings are held every other week.
偽証罪	ギショウザイ	男性よりも女性のほうが偽証罪を犯す。	More women than men commit perjury.
取り巻く	トリマク	音楽は空気のように我々の生活を取り巻いている。	Music surrounds our lives like air.
フン	フン	俺の車、鳩のフンまみれだよ。	My car is covered with pigeon poop.
塗れ	マミレ	俺の車、鳩のフンまみれだよ。	My car is covered with pigeon poop.
雑然	ザツゼン	弟の部屋はいつも雑然としている。	My brother's room is always a mess.
義兄	ギケイ	義兄は、僕より年上です。	My brother-in-law is older than me.
連れ去る	ツレサル	娘が連れ去られた。	My daughter was taken away from me.
接続	セツゾク	インターネットの接続が遮断された。	My internet connection was cut off.
遮断	シャダン	がけくずれで交通は遮断された。	Traffic was blocked by a landslide.
パール	パール	お母さんが、パールのネックレスをくれました。	My mother gave me a pearl necklace.
生け花	イケバナ	母は生け花を教えている。	My mother teaches flower arranging.
闇	ヤミ	一寸先は闇。	No one knows what the future holds.
実生活	ジッセイカツ	実生活でそんな言い方する人はいません。	No one talks that way in real life.
商談	ショウダン	商談を成立させるなら今だぞ。	Now is the time to clinch the deal.
娯楽	ゴラク	トランプは人気のある娯楽だ。	Playing cards is a popular pastime.
コピー機	コピーキ	コピー機に紙を入れて。	Put some paper in the copy machine.
圧縮	アッシュク	圧縮したファイルを添付で送ってください。	Send it to me as a compressed file.
外付け	ソトヅケ	外付けのハードディスクに保存しといて。	Save it on the external hard drive.
保存	ホゾン	彼はその保存情報にアクセスできる。	He has access to the stored information.
ハードディスク	ハードディスク	外付けのハードディスクに保存しといて。	Save it on the external hard drive.
冷ます	サマス	復讐は冷ましてから食べる料理である。	Revenge is a dish best served cold.
復讐	フクシュウ	復讐は冷ましてから食べる料理である。	Revenge is a dish best served cold.
吹き掛ける	フキカケ	彼女は両手を暖めるために息を吹きかけた。	She blew on her hands to warm them.
暖める	アタタメル	彼女は両手を暖めるために息を吹きかけた。	She blew on her hands to warm them.
押し分ける	オシワケ	彼女は人を押し分け電車へと向かった。	She elbowed her way onto the train.
後退り	アトズサリ	彼女はヘビを見て後ずさりした。	She drew back when she saw a snake.
配慮	ハイリョ	彼女は個人的な配慮をした。	She gave it her personal attention.
スイート	スイート	彼女はホテルのスイートルームを独り占めにした。	She had the hotel suite to herself.
デュエット	デュエット	彼女は彼とデュエットしたことがない。	She has never sung a song with him.
把握	ハアク	彼女は情勢を把握することができる。	She is able to grasp the situation.
情勢	ジョウセイ	情勢はますます悪くなった。	The situation went from bad to worse.
到達	トウタツ	彼女はついに北極に到達した。	She has finally reached the Arctic.
北極	ホッキョク	彼女はついに北極に到達した。	She has finally reached the Arctic.
散蒔く	バラマク	彼女は金をばらまくのが好きだった。	She liked throwing her money about.
繕う	ツクロウ	彼女はなんとか体裁を繕った。	She managed to keep up appearances.
体裁	テイサイ	彼女はなんとか体裁を繕った。	She managed to keep up appearances.
空き地	アキチ	彼女は空き地に駐車した。	She parked her car in a vacant lot.
学生時代	ガクセイジダイ	彼女は学生時代を思い出した。	She looked back on her school days.
世間体	セケンテイ	彼女はなんとかして世間体をつくろった。	She managed to keep up appearances.
慢性疾患	マンセイシッカン	彼女は慢性疾患で苦しんでいる。	She suffers from a chronic illness.
自暴自棄	ジボウジキ	彼女は自暴自棄になりかけていた。	She was beginning to get desperate.
富豪	フゴウ	彼女は富豪と結婚する。	She will get married to a rich man.
掻い潜る	カイクグル	彼女は規則をかいくぐるのがうまい。	She's good at getting around rules.
列車内	レッシャナイ	列車内で喫煙は禁じられている。	Smoking on the train is prohibited.
歪める	ユガメ	一部の新聞はそのニュースを歪めて報道した。	Some newspapers distorted the news.
もぞもぞ	モゾモゾ	暗闇の中で何かがもぞもぞと動いていた。	Something was stirring in the dark.
水素	スイソ	水素の原子番号は１です。	The atomic number of hydrogen is 1.
ウラン	ウラン	ウランの原子番号は92です。	The atomic number of uranium is 92.
路上	ロジョウ	路上の血痕は俺のものに違いない。	The blood on the road must be mine.
血痕	ケッコン	路上の血痕は俺のものに違いない。	The blood on the road must be mine.
中鳥	ナカドリ	その男の子は一日中鳥を観察していた。	The boy observed the birds all day.
観察	カンサツ	野鳥を観察するのはとても面白い。	Watching wild birds is a lot of fun.
カナリア	カナリア	ケージの中にいるのはカナリアだよ。	The birds in the cage are canaries.
ケージ	ケージ	ケージの中にいるのはカナリアだよ。	The birds in the cage are canaries.
束ねる	タバネル	本はひとまとめに束ねてあった。	The books were tied up in a bundle.
一纏め	ヒトマトメ	本はひとまとめに束ねてあった。	The books were tied up in a bundle.
却下	キャッカ	議長はその提案を却下した。	The chairman rejected the proposal.
印象的	インショウテキ	展示会は大変印象的だった。	The exhibition was very impressive.
抱き抱える	ダキカカエ	その太った女性は猿を抱きかかえていた。	The fat woman was holding a monkey.
金色	キンイロ	ドアには大きな金色の星がついていました。	The door had a big gold star on it.
輸送	ユソウ	商品は船で輸送された。	The goods were transported by ship.
微か	カスカ	少年は容貌が父親に微かに似ていた。	The boy faintly resembled his father in appearance.
直行	チョッコウ	子供達はテレビに直行した。	The kids made a beeline for the TV.
国王	コクオウ	国王は権力を奪われた。	The king was deprived of his power.
ジャングル	ジャングル	ライオンはジャングルの王様です。	The lion is the king of the jungle.
400	ヨンヒャク	４００語以上書く必要はない。	You don't need to write more than 400 words.
差し込む	サシコム	窓から朝日が差し込んだ。	The morning sun came in the window.
察	サツ	察が来た、ずらかれ！	The pigs are coming! Let's beat it!
ずらかる	ズラカレ	察が来た、ずらかれ！	The pigs are coming! Let's beat it!
陸路	リクロ	陸路ではそこへ行けない。	The place isn't accessible by land.
盛る	モル	お刺身を盛るお皿は、どれにする？	Which plate should I serve sashimi on?
下山	ゲザン	一行は歩いて下山した。	The party walked down the mountain.
変動	ヘンドウ	金の価格は毎日変動します。	The price of gold fluctuates daily.
不可	フカ	結果は可もなく不可もなしと言ったところです。	The result is neither good nor bad.
可	カ	数学は何とか可を取った。	I somehow got a passing grade in mathematics.
場面	バメン	その場面をスローモーションで見たいな。	I want to see the scene in slow motion.
スローモーション	スローモーション	その場面をスローモーションで見たいな。	I want to see the scene in slow motion.
再生	サイセイ	その場面はスローモーションで再生された。	The scene was shown in slow motion.
1650	イチロクゴレイ	その学校は１６５０年に設立された。	The school was established in 1650.
積み荷	ツミニ	積み荷は無事届きました。	The shipment has reached us safely.
おえ	オエッ	生魚の臭いでオエッとなる。	The smell of raw fish nauseates me.
うー	ウ	生魚の臭いを嗅ぐとうえっとなる。	The smell of raw fish nauseates me.
占拠	センキョ	兵士たちが建物を占拠した。	The soldiers occupied the building.
破壊	ハカイ	その嵐は町全体を破壊した。	The storm destroyed the whole town.
向かい合う	ムカイアッ	先生と私は向かい合って座った。	The teacher and I sat down face to face.
旅行者	リョコウシャ	旅行者は一夜の宿を求めた。	The tourist asked for lodging for the night.
癒す	イヤサ	猫の寝顔を見てると、癒されるなあ。	Watching the cat sleeping makes me feel better.
クレーター	クレーター	月にはたくさんのクレーターがある。	There are many craters on the moon.
貯水池	チョスイチ	家の近くに貯水池があります。	There is a reservoir near my house.
物入れ	モノイレ	財布に物入れすぎだよ。	You put too much stuff in your wallet.
積み込む	ツミコム	私たちは荷物を車に積み込んだ。	We loaded our baggage into the car.
発表	ハッピョウ	２人は婚約を発表した。	They've announced their engagement.
非公開	ヒコウカイ	このエリアは、非公開です。	This area isn't open to the public.
キロオーバー	キロオーバー	このバッグは４キロオーバーですよ。	This bag is 4 kilograms overweight.
三重	ミエ	この家は、三重窓なんだよ。	This house has triple-pane windows.
企業秘密	キギョウヒミツ	この情報は、企業秘密です。	This information is a trade secret.
幕開け	マクアケ	これは新時代の幕開けです。	This is the beginning of a new era.
アルファベット順	アルファベットジュン	名前はアルファベット順です。	The names are in alphabetical order.
成り立つ	ナリタツ	この小説は三部からなりたっている。	This novel consists of three parts.
部数	ブスウ	この新聞は発行部数が多い。	This paper has a large circulation.
配点	ハイテン	この問題は５０点の配点です。	This question counts for 50 points.
自販機	ジハンキ	自販機なら、あそこよ。	The vending machines are over there.
自動販売機	ジドウハンバイキ	自動販売機はあそこにあります。	The vending machines are over there.
起源	キゲン	オリンピックの起源は？	What are the origins of the Olympics?
過つ	アヤマツ	過つは人、許すは神。	To err is human, to forgive divine.
トレーラーハウス	トレーラーハウス	トムとメアリーはトレーラーハウスで暮らしている。	Tom and Mary live in a mobile home.
純潔	ジュンケツ	白は純潔の象徴である。	The color white is a symbol of purity.
古城	コジョウ	山裾に古城があります。	There's an old castle at the foot of the mountain.
片言	カタコト	トムは片言のフランス語しか話せない。	Tom can speak only a little French.
割り	ワリ	トムって、卵の片手割りができるんだよ。	Tom can crack an egg with one hand.
手漕ぎ	テコギ	トムは手漕ぎボートで川を渡った。	Tom crossed the river in a rowboat.
物分かり	モノワカリ	トムは物分かりが悪い。	Tom doesn't understand things well.
疎い	ウトイ	トムはスポーツには疎い。	Tom doesn't know much about sports.
馬刺し	バサシ	トムは馬刺しを食べたことがない。	Tom has never eaten raw horse meat.
全損	ゼンソン	トムの車は鹿と接触し全損した。	Tom hit a deer and totaled his car.
いかす	イカス	トムって、かなりイカす男だよね？	Tom is a pretty cool guy, isn't he?
忍ばせる	シノバセ	トムは枕の下にナイフを忍ばせていた。	Tom hid the knife under his pillow.
揉める	モメル	トムね、両親ともめてるの。	Tom is in trouble with his parents.
ブリーフケース	ブリーフケース	トムは机の上にブリーフケースを置き忘れてきた。	Tom left his briefcase on his desk.
都市部	トシブ	トムは都市部に３年間住んだ。	Tom lived downtown for three years.
金儲け	カネモウケ	トムは金儲けのことしか頭にない。	Tom only thinks about making money.
向かい側	ムカイガワ	トムはメアリーの向かい側に座ってた。	Tom sat opposite Mary at the table.
オーガニック	オーガニック	トムはオーガニックなものしか食べないそうよ。	Tom says he only eats organic food.
点灯	テントウ	トムはフォグランプを点灯した。	Tom turned on the car's fog lights.
フォグランプ	フォグランプ	トムはフォグランプを点灯した。	Tom turned on the car's fog lights.
祖父母	ソフボ	祖父母はみんなまだ生きている。	All of my grandparents are still living.
苛立つ	イラダタ	トムはメアリーの振る舞いに苛立たせられていた。	Tom was annoyed by Mary's behavior.
水切り	ミズキリ	トムは池で水切りをしてた。	Tom was skipping rocks on the pond.
選手権	センシュケン	彼は世界選手権で４連覇を成し遂げた。	He won four successive world championships.
敬虔	ケイケン	トムの母親は敬虔なカトリック教徒だった。	Tom's mother was a devout Catholic.
醤油	ショウユ	トム、そこの醤油取って。	Tom, please pass me that soy sauce.
付き添う	ツキソッ	二人の看護婦がその患者に付き添った。	Two nurses attended to the patient.
当社	トウシャ	あそこのビルは、当社の所有物件です。	That building over there is owned by our company.
セ氏	セシ	水はセ氏100度で沸騰する。	Water boils at 100 degrees Celsius.
対向車	タイコウシャ	対向車に気をつけて。	Watch out for the oncoming traffic.
総出	ソウデ	総出でトムのトウモロコシの収穫を手伝った。	We all helped Tom harvest his corn.
蒸発	ジョウハツ	露は太陽が昇ると蒸発した。	The dew evaporated when the sun rose.
焼酎	ショウチュウ	私たちはカラオケ・バーで焼酎を飲んだ。	We drank shochu at the karaoke bar.
乗り合わせる	ノリアワセ	私達は偶然同じバスに乗り合わせた。	We happened to get on the same bus.
マレーシア	マレーシア	水をマレーシアから買わなくてはならないのです。	We have to buy water from Malaysia.
擦れ違う	スレチガッ	私たちは数回すれ違った。	We passed each other several times.
確定	カクテイ	月曜までに確定見積もりが必要です。	We need a firm quotation by Monday.
敬意	ケイイ	我々は伝統に敬意を払わなければならない。	We must have respect for tradition.
ぼんやり	ボンヤリ	遠くにぼんやりした明かりが見えた。	We saw a dim light in the distance.
仄か	ホノカ	暗闇の中にほのかな光が見えた。	We saw a dim light in the darkness.
大群	タイグン	私たち、蜂の大群に襲われたんです。	We were attacked by swarms of bees.
バーベキュー	バーベキュー	海岸でバーベキューをしよう。	We'll have a barbecue at the beach.
卒業式	ソツギョウシキ	卒業式何着て行く？	What are you wearing to graduation?
アナウンス	アナウンス	今のアナウンスは何だったのですか。	What did the announcement just say?
島々	シマジマ	その島々にはどんな動物が住んでいるのですか。	What animals inhabit those islands?
頭文字	カシラモジ	頭文字のＮＴＴは何を表していますか。	What do the initials NTT stand for?
支払方法	シハライホウホウ	どのような支払方法がありますか。	What payment options are available?
なけなし	ナケナシ	私はなけなしの金を盗まれてしまった。	What little money I had was stolen.
血迷う	チマヨッ	彼は何を血迷って彼女にプロポーズしたのだろうか？	What tempted him to propose to her?
呆気	アッケ	私は呆気にとられた。	When I heard it, I was dumbfounded.
外貨	ガイカ	どこで外貨の交換をすることができますか。	Where can I get my money exchanged?
赤身	アカミ	赤身のお肉に一番合うワインはどれでしょうか？	Which wine goes best with red meat?
ペプシ	ペプシ	コカコーラとペプシ、どっちが好き？	Which do you prefer, Coke or Pepsi?
コカコーラ	コカコーラ	コカコーラとペプシ、どっちが好き？	Which do you prefer, Coke or Pepsi?
口輪	コウリン	なぜ君の犬は口輪を付けていないの？	Why doesn't your dog wear a muzzle?
振れる	フレ	ない袖は振れない。	You can't get blood out of a stone.
なくす	ナクサ	君はその悪い癖をなくさなければならない。	You must get rid of that bad habit.
刃物	ハモノ	刃物の取り扱いには注意しなさい。	You should be careful with a knife.
滞納	タイノウ	トムは家賃を3ヶ月滞納している。	Tom is three months behind in paying his rent.
挟まる	ハサマル	歯に何かはさまってるよ。	You've got something in your teeth.
生い茂る	オイシゲッ	庭には雑草が生い茂っていた。	The garden was overgrown with weeds.
生け垣	イケガキ	生い茂った生垣が庭を囲んでいた。	A dense hedge surrounded the garden.
毛虫	ケムシ	蝶は成長した毛虫である。	A butterfly is a mature caterpillar.
飢える	ウエル	子供達は愛情に飢えていた。	The children were hungry for affection.
高級車	コウキュウシャ	高級車は地位の象徴である。	An expensive car is a status symbol.
地位	チイ	高級車は地位の象徴である。	An expensive car is a status symbol.
順守	ジュンシュ	すべての会員は本規則を遵守しなければならない。	All members must follow these rules.
公開	コウカイ	会議は全て一般公開されます。	All meetings are open to the public.
合唱団	ガッショウダン	合唱団に入るつもりなの？	Are you going to join the glee club?
贅沢品	ゼイタクヒン	芸術は贅沢品ではない、必需品だ。	Art isn't a luxury, but a necessity.
必需品	ヒツジュヒン	芸術は贅沢品ではない、必需品だ。	Art isn't a luxury, but a necessity.
引っ繰り返す	ヒックリカエサ	その箱をひっくりかえさないように注意してくれ。	Be careful not to tip that box over.
バーテン	バーテン	バーテンさん、一杯ちょうだい。	Bartender, I'd like to have a drink.
こぶ	コブ	ラクダには一つか二つのこぶがある。	Camels have either one or two humps.
適用	テキヨウ	この場合、この規則を適用できますか？	Can we apply this rule in this case?
延ばす	ノバセ	明日まで延ばせないの？	Can't you put it off until tomorrow?
抜かり	ヌカリ	用意にぬかりがなければ成功は確実だ。	Careful preparations ensure success.
テラス	テラス	椅子は全部、テラスに持って行って。	Carry all the chairs to the terrace.
コロンブス	コロンブス	コロンブスは地球が丸いと信じていた。	Columbus believed that the earth was round.
1492	イチヨンキュウニ	コロンブスは１４９２年にアメリカを発見した。	Columbus discovered America in 1492.
アメリカ大陸	アメリカタイリク	コロンブスは１４９２年にアメリカ大陸を発見した。	Columbus discovered America in 1492.
奥	オク	奥の席をお願いします。	Could we have a table in the corner?
値下がり	ネサガリ	原油価格の値下がりが続いている。	Crude oil has been falling in price.
形態	ケイタイ	民主主義は政治形態の一つである。	Democracy is one form of government.
民主主義	ミンシュシュギ	民主主義は政治形態の一つである。	Democracy is one form of government.
睨めっこ	ニラメッコ	パパ、わたしとにらめっこしようよ！	Daddy, let's have a staring contest.
ビジョン	ビジョン	あなたは自分の将来のビジョンを持っていますか。	Do you have a vision of your future?
都心	トシン	本当に都心に引っ越ししたいのか？	Do you really want to move downtown?
素手	スデ	素手で魚が捕れる？	Can you catch fish with your bare hands?
名立	ナダチ	全ての名立たる人物がそこにはいた。	Everybody who was anybody was there.
極力	キョクリョク	極力早く起きろよ。	Get up as early as you possibly can.
同盟	ドウメイ	ドイツはイタリアと同盟を結んだ。	Germany made an alliance with Italy.
ゴーグル	ゴーグル	ゴーグルは砂ぼこりから目を守ってくれる。	Goggles protect your eyes from dust.
砂埃	スナボコリ	ゴーグルは砂ぼこりから目を守ってくれる。	Goggles protect your eyes from dust.
良書	リョウショ	良書はすべて読むに値する。	Good books are always worth reading.
グレアム	グレアム	グレアム・グリーンは私のお気に入りの作家です。	Graham Greene is my favorite author.
シングルバー	シングルバー	シングルバーに行ったことある？	Have you ever been to a singles bar?
ロゴ	ロゴ	このロゴ見たことある？	Have you ever seen this logo before?
カルテ	カルテ	トムのカルテを見たことある？	Have you seen Tom's medical records?
仏像	ブツゾウ	彼は木から仏像を彫った。	He carved a Buddha statue from wood.
環境	カンキョウ	彼は環境に順応した。	He adapted himself to circumstances.
減税	ゲンゼイ	彼は減税を唱えた。	He advocated the reduction of taxes.
道端	ミチバタ	彼は道端に立っていた。	He was standing at the side of the road.
単純明快	タンジュンメイカイ	彼は単純明快に説明する。	He gives plain, simple explanations.
餅	モチ	彼は餅をすっかり食べたわけではない。	He didn't eat all of the rice cakes.
くむ	クン	彼は井戸へ行って水をくんできた。	He fetched some water from the well.
明晰	メイセキ	彼は頭脳明晰だ。	He has a good head on his shoulders.
がっちり	ガッチリ	彼は背が高く骨組みのがっちりした人だ。	He is a tall and strongly built man.
骨組み	ホネグミ	彼は背が高く骨組みのがっちりした人だ。	He is a tall and strongly built man.
理事長	リジチョウ	彼が理事長の代行をしている。	He is acting for the chief director.
代行	ダイコウ	彼が理事長の代行をしている。	He is acting for the chief director.
抜け目	ヌケメ	彼は抜け目がない。	He has eyes at the back of his head.
破片	ハヘン	鏡の破片が床に散乱していた。	Fragments of the mirror were scattered on the floor.
繋ぎ合わせる	ツナギアワセ	彼はバラバラになった破片をつなぎ合わせた。	He stuck the broken pieces together.
ボタンホール	ボタンホール	彼は自分の服のボタンホールに花を差し込んだ。	He stuck a flower in his buttonhole.
顕微鏡	ケンビキョウ	彼は顕微鏡をのぞいていた。	He was looking through a microscope.
帰途	キト	仕事が終わり、彼は帰途についた。	His work finished, he left for home.
